S.No,Item name,Brand_Name,Category,Sub_Category,Ingredients,Serving_Size_g,Calories_kcal,Carbohydrates_g,Proteins_g,Total_Fat_g,Saturated_Fat_g,Trans_Fat_g,Sugar_g,Sodium_mg,Dietary_Fiber_g,Cholesterol_mg,Calcium_mg,Vitamin,Iron_mg,Price_INR,Source_of_Data,Collection_Date,Collected_By,Remarks
398,Mars Caramel CHOCOLATE BAR,MARS,CHOCOLATE,CHOCOLATE BAR,"Sugar, Liquid glucose, Milk solids, Invert Sugar, Hydrogenated Oil, Cocoa Butter, Cocoa Solids, Fractionated Fat, Emulsifiers (442, 471, 476), Hydrolyzed Vegetable Protein, lodised Salt, Flavours (Natural, Nature Identical and Artificial (Caramel and VANILLA CAKE) Flavouring Substances).",100,450,70,4,16.8,8.4,0.1,16.6,169,0,11.2,0,0,0,80,,,,
399,"Fabelle Hazelnut Handcrafted Chocolate Truffles Inspired by Classic Desserts, Assorted Luxury Chocolates Gift Pack",FABELLE,CHOCOLATE,CHOCOLATE,"Milk chocolate (55%) (sugar, milk solids (13.4%), cocoa butter, cocoa solids, dextrose, stabilizer (carrageenan), emulsifiers [sorbitan tristearate (from palm oil), ammonium salts of phosphatidic acid (from sunflower oil), lecithin (from soyabean), nature identical flavouring substances), centre filling (hazelnut mousse (45%) (refined palm oil, sugar, nuts (10.0%) [hazelnut (5.0%), almondsi, cocoa solids, milk solids, emulsifiers (mono and diglycerides of fatty acids (from palm oil), lecithin (from soyabean), hydrogenated vegetable oil, nature identical flavouring substances])",100,585,48.4,7.7,40.5,21,0.1,38,113.7,0,0.01,0,0,0,135,,,,
400,Cadbury Bournville Rich Cocoa 70% Dark CHOCOLATE BAR,BOURNVILLE,CHOCOLATE,CHOCOLATE BAR,"Cocoa Butter, Cocoa Solids, Emulsifiers (442, 476), Milk Solids, Nature Identical Flavouring Substances, and Sugar",100,598,40.7,7.6,47.4,32.1,0.1,20.4,18,0,4.4,0,0,0,130,,,,
401,Cadbury Bournville Cranberry 50% Dark CHOCOLATE BAR,BOURNVILLE,CHOCOLATE,CHOCOLATE BAR,"Sugar, Cocoa Butter (24%), Cocoa Solids (18%), Dried Sweetened Cranberries (11%) (Cranberries, Sugar), Almonds (7%), Milk Solids, Emulsifiers (442, 476), Flavours (Natural and Nature Identical Flavouring Substances)",100,526,68,6.1,31.6,19,0.1,45.7,13.6,0,4.4,0,0,0,130,,,,
402,Cadbury Bournville Fruit & Nut 50% Dark CHOCOLATE BAR,BOURNVILLE,CHOCOLATE,CHOCOLATE BAR,"Sugar, Cocoa Butter (24%), Cocoa Solids (18%), Raisins (75%), Cashew Nuts (4%), Apricot Kernels (4%), Milk Solids, Emulsifiers (442, 476), Nature Identical Flavoring Substance",100,533,56.8,6.4,32.8,19.9,0.1,44.2,16,0,4.6,0,0,0,130,,,,
403,Amul India Twilight Tryst 55% Dark CHOCOLATE BAR,AMUL,CHOCOLATE,CHOCOLATE BAR,"Sugar, Cocoa Butter, Cocoa Solids, Permitted Emulsifiers (E322, E476), Contains Added Flavours (Artificial Flavouring Substances - Cocoa and VANILLA CAKE)",100,557,57.3,6,33.7,20.2,0,43,0,0,,0,0,0,200,,,,
404,Snickers Almond Filled CHOCOLATE BAR,SNICKERS,CHOCOLATE,CHOCOLATE BAR,"Milk Chocolate Coating (35%): Sugar, Milk Solids, Cocoa Butter, Cocoa solids, Lactose, Dextrose, Emulsifier (Soya Lecithin),Ethyl Vanillin; Centre Filling(65%): Milk Solids, Salt, Lactose, Milk Fat, Almonds, Glucose Syrup, Sugar, Hydrogenated egetable Oil (Palm Oil),Cocoa Butter, Cocoa solid Dextrose, Emulsifier (Soya Lecithin), Ethyl vanillin.",100,475,58.8,7,24,9.2,0.3,53,217,0,5.5,0,0,0,80,,,,
405,Cadbury Gems Surprise Ball Chocolate,CADBURY,CHOCOLATE,CHOCOLATE,"Sugar, Hydrogenated Oils, Milk Solids, Cocoa Solids (8%*), Refined Wheat Flour (Maida), Emulsifiers (414, 442, 476), Colours (171, 102, 133, 124, 127, 122, 132, 110), Glazing Agent (903), Liquid Glucose, Flavours (Natural, Nature Identical and Artificial (Caramel and VANILLA CAKE) Flavouring Substances)",100,469,75.9,3.5,17.5,17.1,0.2,70.8,38,0,2.4,0,0,0,50,,,,
406,Cadbury Bournville Rich Cocoa 50% Dark CHOCOLATE BAR,CADBURY,CHOCOLATE,CHOCOLATE BAR,"Sugar, Cocoa Butter (29%), Cocoa Solids (22%), Milk Solids, Emulsifiers (442, 476), Nature Identical Flavoring Substances",100,543,66.9,5.6,34.3,23,0.1,45.1,15.8,0,5.5,0,0,0,130,,,,
407,Amul Milk Chocolate Smooth And Creamy,AMUL,CHOCOLATE,CHOCOLATE BAR,"Sugar, Cocoa Butter, Milk Solids, Cocoa Solids, Permitted Emulsifiers (E322, E476). Contains Added Flavours (Artificial Flavouring Substances - VANILLA CAKE and Cocoa)",100,545,57.4,8.4,31.4,19,0,43.6,0,0,0,0,0,0,200,,,,
408,Amul Sugar Free Dark Chocolate,AMUL,CHOCOLATE,CHOCOLATE BAR,"Maltitol, Cocoa Solids, Cocoa Butter, Permitted Emulsifiers (322, 476), Artificial Flavouring Substances (Cocoa, VANILLA CAKE)",100,554,43,14.2,36.1,21.5,0,10,0,0,0,0,0,0,200,,,,
409,Hershey's Exotic Dark Blueberry And Acai Chocolate Share Bag,HERSHEYS,CHOCOLATE,CHOCOLATE,"Center (55%): Sugar, Liquid Glucose, Fruit Pulp (10.1%) (Papaya (9.7%), Blueberry (0.2%), Acai (0.2%)), Stabilisers (440,414,331(Iii)), Acidulant (296). Chocolate (45%): Sugar, Cocoa Solids (29.4%), Cocoa Butter, Milk Solids, Emulsifier (322(I)), Liquid Glucose, Stabiliser (1400), Edible Common Salt and Glazing Agent (904)",100,451,80.4,1.97,13.5,8,0.05,57.6,0,0,,0,0,0,175,,,,
410,Nova Nova Waffle Chocolates- Belgian Chocolate,NOVA NOVA ,CHOCOLATE,WAFFLE,"Belgian & Dark Chocolate [71.3% (Sugar, Hydrogenated Vegetable Oil ((Palm & Palm Kernel). Milk Solids, Cocoa Solids, Emulsifiers E322, E476)], All-purpose Flour, Milk, Sugar, Butter, White Chocolate Drizzle, Raising Agent (E500 ii) and VANILLA CAKE Essence",100,360,45,4,20,17,0,31,71,0,5,0,0,0,199,,,,
411,Nova Nova Choco Pockets- Classic Chocolate,NOVA NOVA ,CHOCOLATE,CHOCOLATE,"Sugar, Refined Wheat Flour, Edible Vegetable Oil (Palm Oil), Milk Solids, Invert Syrup, Cocoa Solids, Iodised Salt, Emulsifiers (Plant Origin) (E471, E472(e), E322), Flour Improver (E01100), Antioxidant (E319)",100,463,74,7,16,7,0,35,192,0,7,0,0,0,98,,,,
412,Hershey's Kisses Hazelnut 'N' Cookies Chocolate,HERSHEYS,CHOCOLATE,CHOCOLATE,"Sugar, Milk Solids (22.1%), Cocoa Butter, Cocoa Solids (11.4%), Hazelnut Bits (5.5%), Cookies (4.5%) (Refined Wheat Flour (Maida), Sugar, Edible Vegetable Oil (Palm Oil), Cocoa Solids (0.5%), Emulsifier (322)), Acidity Regulator (500i)), Emulsifiers (442, 476) and Flavour (Artificial flavouring substance - VANILLA CAKE)",100,548,56,7.3,33,17.7,0.2,49.1,122,0,33,0,0,0,170,,,,
413,Hershey's Kisses Almonds Chocolate,HERSHEYS,CHOCOLATE,CHOCOLATE,"Almond Bits (11%), Cocoa Butter, Cocoa Solids, Emulsifiers (322(i), 476), Milk Solids (24%), and Sugar",100,535,56,10.3,30,14.7,0.3,40.8,0,0,0,0,0,0,170,,,,
414,Hershey's Exotic Dark Pomegranate Chocolate,HERSHEYS,CHOCOLATE,CHOCOLATE,"Center (55%): Sugar, Liquid Glucose, Fruit Pulp (9.9%) ((Papaya (9.7%), Pomegranate (0.2%)), Stabilisers (440,414,331 (iii)), Acidulant (296). Chocolate (45%): Sugar, Cocoa solids (29.4%), Cocoa butter, Milk solids, Emulsifier (322(i)), Liquid glucose, Stabiliser (1400), Edible common salt and Glazing agent (904)",100,451,80.4,1.97,13.5,8,0.05,47.6,0,0,0,0,0,0,170,,,,
415,Amul Single Origin India Milk Chocolate,AMUL,CHOCOLATE,CHOCOLATE,"Sugar, Milk Solids, Cocoa Butter, Cocoa Solids, Permitted Emulsifiers (E322, E476). Contains Added Flavours (Artificial Flavouring Substances - Cocoa and VANILLA CAKE)",100,568,49.7,9.5,36.9,22.2,0,33.8,0,0,0,0,0,0,180,,,,
416,Amul Velvet Milk Chocolate,AMUL,CHOCOLATE,CHOCOLATE BAR,"Milk solids, cocoa butter, cocoa solids, sugar, emulsifiers (322, 476), anticaking agent [500(ii)]",100,528,39.8,6,37.9,23,0,33.7,325,0,18,0,0,0,220,,,,
417,Lo Foods Dark CHOCOLATE BAR Hazelnut Premium Sugar Free Chocolate Rich Healthy Chocolates,LO FOODS ,CHOCOLATE,CHOCOLATE BAR,"‎Unsweetened Cocoa, Stevia Extract, Edible Vegetable Fat, Antioxidant, Maltitol",10,47.1,5.5,0.7,3.6,1.2,0,0.4,2.2,0.7,0,0,0,0,109,,,,
418,Didier & Frank Hazelnut Dark CHOCOLATE BAR,DIDIER AND FRANK,CHOCOLATE,CHOCOLATE BAR,"Hazelnuts, Cocoa Beans, Cocoa Butter, Natural Sugar, Emulsifiers, Flavourings",10,59,5.6,1,3.7,1.7,0,3,4,0,0.2,0,0,0,149,,,,
419,Didier & Frank 85% Dark CHOCOLATE BAR,DIDIER AND FRANK,CHOCOLATE,CHOCOLATE BAR,"Cocoa Beans, Cocoa Butter, Natural Sugar, Emulsifiers, Flavourings.",10,65,5.6,1,3.7,1.7,0,1.2,0,0,0.2,0,0,0,149,,,,
420,Milka Raisins & Nuts Milk Chocolate,MILKA,CHOCOLATE,CHOCOLATE BAR,"Sugar, Raisins, Cocoa Butter, Cocoa Mass, Skimmed Milk Powder, Whey Powder, Hazelnuts, Milk Fat, Emulsifier, Hazelnut Paste, Artificial Vanillin Flavour",100,536,58,6.1,30.5,18,0,57,0,2.9,0,0,0,0,275,,,,
421,Luvit Dark Compound Chocolate,LUVIT,CHOCOLATE,CHOCOLATE BAR,"Sugar, Hydrogenated Oils, Cocoa Solids (18%*), Milk Solids, Emulsifiers INS 322(i), INS 476, Artificial (Vanillin) Flavouring Substance",100,560.46,6.25,9.63,59.66,25.69,0,53.14,53.37,0,0,0,0,0,249,,,,
422,Didier & Frank Orange Dark CHOCOLATE BAR,DIDIER AND FRANK,CHOCOLATE,CHOCOLATE BAR,"Cocoa Beans, Cocoa Butter, Natural Sugar, Emulsifiers, Flavourings",10,60,3,1,5.3,3.3,0,0.6,0,0.2,0,0.02,VITAMIN A(mcg)0.01% VITAMIN C(mcg)0.02%,0.15,149,,,,
423,Lo Foods Dark CHOCOLATE BAR Almond Delight Premium Sugar Free Chocolate Rich Healthy Chocolates,LO FOODS ,CHOCOLATE,CHOCOLATE BAR,"Maltitol, Vegetable Fat, Cocoa Powder, Almonds, Soy Lecithin, Vanillin",10,42.7,4.6,1.1,4,3.3,0,1.3,0.8,0,0,0,0,0,109,,,,
424,Darkins Indian Artisanal 63% Dark Orange Chocolate,DAEKINS,CHOCOLATE,CHOCOLATE BAR,"Naturally Farmed Cacao, Organic Unrefined Cane Sugar, Cacao Butter, Orange peel, Lemon Powder, Natural Orange Extract",10,134.2,13.8,1.7,8.2,4.9,0,8.9,0,0,0,0,0,0,220,,,,
425,Lo Foods Keto Dark CHOCOLATE BAR (Compound Sugar Free Chocolate),LO FOODS ,CHOCOLATE,CHOCOLATE BAR,"Maltitol, Vegetable Fat, Cocoa Powder, Soy Lecithin, and Vanillin",10,47.7,1.2,0.7,3.6,0,0,0.4,2.2,0,0,0,0,0,149,,,,
426,Toblerone Black Chocolate,TOBLERONE,CHOCOLATE,CHOCOLATE,"Cocoa Mass, Sugar, Milk Fat, Honey (3%), Almonds (1.6%), Cocoa Butter, Emulsifier (Soya Lecithin), Egg White",33,180,20,2,10,6,0,17,0,3,0,0,0,0,1199,,,,
427,Darkins Indian Artisanal 70% Dark Cranberry & Chilli Chocolate,DAEKINS,CHOCOLATE,CHOCOLATE BAR,"Cacao Beans, Unrefined Cane Sugar, Cranberry, Cacao Butter, Himalayan Pink Salt, Bhut Jholokia Chilli",10,30.9,14.1,1.8,7.9,4.9,0,6.2,0,0,0,0,0,0,250,,,,
428,Darkins Indian Artisanal 70% Dark Roasted Almonds Chocolate,DAEKINS,CHOCOLATE,CHOCOLATE BAR,"Naturally Farmed Cacao, Organic Unrefined Cane Sugar, Almonds, Cacao Butter",10,144,11.8,2.6,9.9,4.7,0,6.3,0,3.7,0,0,0,0,250,,,,
429,The Whole Truth 55% Dark Chocolate,THE WHOLE TRUTH,CHOCOLATE,CHOCOLATE BAR,"Cocoa - 55%, Cocoa Nibs - 45%, Cocoa Butter - 10%, Dates - 45%",100,559.4,53.7,7.1,35.2,24.1,0,34.3,9.5,9.5,0,0,0,0,349,,,,
430,The Whole Truth Hazelnut Dark Chocolate,THE WHOLE TRUTH,CHOCOLATE,CHOCOLATE BAR,"Cocoa - 47% (Cocoa nibs 38%, Cocoa Butter - 9%), Dates - 38%, Roasted Hazelnuts - 15%",100,576,38.3,8.1,39,21,0,29.7,13.3,9.5,0,0,0,0,375,,,,
431,The Whole Truth Sea Salt Dark Chocolate,THE WHOLE TRUTH,CHOCOLATE,CHOCOLATE BAR,"Cocoa - 70.6%, Dates - 28.6%, Sea Salt - 0.8%",100,591.5,39.9,8.1,44.4,40.6,0,21.4,2.6,8.2,0,0,0,0,349,,,,
432,The Whole Truth Orange Dark Chocolate,THE WHOLE TRUTH,CHOCOLATE,CHOCOLATE BAR,"Cocoa - 71.0% (Cocoa Nibs - 54.8%, Cocoa Butter 16.2%), Dates - 28.7%, Orange Oil - 0.3%",100,597.6,40.1,8.1,45,31.2,0,21.5,13.3,9.7,0,0,0,0,349,,,,
433,The Whole Truth Almond Raisin Dark Chocolate,THE WHOLE TRUTH,CHOCOLATE,CHOCOLATE BAR,"Cocoa - 47% (Cocoa Nibs - 38%, Cocoa butter - 9%), Dates - 38%, Roasted Almonds - 9%, Golden raisins - 6%",100,547.9,52,7.9,34.3,20.8,0,32.8,"9,4",8.2,0,0,0,0,349,,,,
434,Lindt Exotic Milk Cornet Chocolate,LINDT,CHOCOLATE,CHOCOLATE,"Sugar, Vegetable fat (coconut, palm kernel), Cocoa butter, Cocoa mass, Whole milk powder, Skimmed milk powder, Lactose, Anhydrous milk fat, Emulsifier (soya lecithin), Barley malt extract, Flavourings",25,156,11,1.2,12,9,0,11,18,0.5,4,0,0,0,1199,,,,
435,Lindt Lindor Smooth Melting Assorted Chocolates Cornet,LINDT,CHOCOLATE,CHOCOLATE,"Sugar, vegetable fat (coconut, palm kernel), cocoa butter, cocoa mass, whole milk powder, lactose (from milk), skim milk powder, anhydrous milk fat, hazelnuts, emulsifier (soya lecithin), barley malt extract, artificial flavourings (vanillin, caramel)",100,630,41,4.7,49,36,0,40,0,0,0,0,0,0,1199,,,,
436,Godiva Dark Chocolate Blood Orange Tablet Bar,GODIVA,CHOCOLATE,CHOCOLATE BAR,"Sugar, Cocoa Mass, Blood Orange Solids (3,6%), Cocoa Butter, Butter Oil, Natural VANILLA CAKE Flavouring, Emulsifier (Soy Lecithin), Natural Orange Flavouring, Red Beet Juice Concentrate, Dark Chocolate: Min.Cocoa: 50%",100,509,60,5.4,29,0,0,49,0,0,0,0,0,0,599,,,,
437,Godiva Signature 72% Cacao Dark Chocolate,GODIVA,CHOCOLATE,CHOCOLATE BAR,"Cocoa mass, Sugar, Cocoa butter, fat reduced Cocoa powdaer, emulsifier(soy lecithin), salt, butter oil(milk). Cocoa solids is 72% minimum.",100,566,30,7.7,43,26,0,26,0,0,0,0,0,0,599,,,,
438,Lindt Swiss Classic Milk Chocolate,LINDT,CHOCOLATE,CHOCOLATE BAR,"Sugar, cocoa butter, whole milk powder, cocoa mass, lactose (from milk), skim milk powder, emulsifier (soya lecithin), barley malt extract, artificial flavouring (vanillin)",33,178,19,2.2,10,6,0,18,38,0.7,6,0,0,0,400,,,,
439,Lindt Excellence 70 % Cocoa Dark Chocolate,LINDT,CHOCOLATE,CHOCOLATE BAR,"Cocoa mass, sugar, cocoa butter, VANILLA CAKE",30,170,10,3,12,7,0,9,12,4,0,0,0,0,450,,,,
440,"Cocoa mass, sugar, cocoa butter, VANILLA CAKE",LINDT,CHOCOLATE,CHOCOLATE BAR,"Sugar, Hazelnuts, Cocoa Butter, Milk Ingredients, Cocoa Mass, Lactose, Soya Lecithin, Barley Malt Extract, Artificial Flavour",33,192,14,3,13,5,0,14,29,0.2,4,0,0,0,450,,,,
441,Lindt Excellence 90% Cocoa Supreme Dark CHOCOLATE BAR,LINDT,CHOCOLATE,CHOCOLATE BAR,"Cocoa mass, cocoa butter, low fat cocoa powder, sugar, VANILLA CAKE",30,170,4,3,17,9,0,2,4,5,1,0,0,0,450,,,,
442,Godiva Salted Caramel Belgian Milk Chocolate,GODIVA,CHOCOLATE,CHOCOLATE BAR,"sugar, full cream milk powder, cocoa butter, cocoa mass, glucose syrup, butter oil, butter, cream, emulsifier (soy lecithin), salt, raising agent (E500 (ii)), natural flavouring.",100,541,58,7.4,32,21,0,58,0,0,0,0,0,0,599,,,,
443,Godiva Milk Chocolate Rich & Creamy,GODIVA,CHOCOLATE,CHOCOLATE BAR,"sugar, full cream milk powder, cocoa butter, cocoa mass, butter oil, emulsifier (soy lecithin), natural flavouring.",100,535,55,8.4,31,20,0,55,0,0,0,0,0,0,599,,,,
444,Toblerone Fruit & Nut Chocolate,TOBLERONE,CHOCOLATE,CHOCOLATE BAR,"Sugar, Whole Milk Powder, Cocoa Butter, Raisins (12%), Cocoa Mass, Honey (3%), Milk Fat, Almonds (1.6%), Emulsifier (Soy Lecithin ), Egg White, Flavouring (Vanillin ), Milk Chocolate Contains Cocoa Solids 28% Minimum. Contains Milk, Tree Nuts (Almonds), Soy, Egg.",100,500,63,5.2,25,15,0,61,0,2.7,0,0,0,0,350,,,,
445,Chokola 54% Sugar Free Dark Chocolate,CHOKOCOLA,CHOCOLATE,CHOCOLATE BAR,"Dark Chocolates, Cocoa Mass, Maltitol, Cocoa Butter, Emulsifier-Soya Lecithin, Cocoa Nibs",30,170,17,2,11,7,0,0,5,4,0,128,0,30,675,,,,
446,Wedel Milk CHOCOLATE BAR,WEDEL,CHOCOLATE,CHOCOLATE BAR,"Sugar, Cocoa Butter, Dried Whole Milk, Cocoa Mass, Dried Whey (From Milk), Lactose and Milk Proteins, Hazelnut Paste, Milk Fat, Emulsifier (Lecithins), Flavouring",100,530,68,6,30,19,0,57,0,2.5,0,0,0,0,495,,,,
447,Chokola 75% Signature Noir Dark Chocolate,CHOKOCOLA,CHOCOLATE,CHOCOLATE BAR,Dark Chocolates,30,169,16,3,10,4,0,11,36,1,0,157,0,0,470,,,,
448,Lindt Excellence Orange Intense Dark Chocolate,LINDT,CHOCOLATE,CHOCOLATE BAR,"Sugar, Cocoa Mass, Almonds 7%, Orange Juice From Concentrate 3.9%, Cocoa Butter, Anhydrous Milk Fat, Invert Sugar, Lemon Juice From Concentrate, Emulsifier (Soya Lecithin), Pineapple, Gelling Agent (Pectin), Natural Orange Flavouring, and Flavouring",100,525,51,6.2,31,17,0,48,0,0,0,0,0,0,450,,,,
449,Sugar Free D'lite Quinoa & Almonds Dark CHOCOLATE BAR,SUGAR FREE,CHOCOLATE,CHOCOLATE BAR,"Maltitol (INS 965(i)), Cocoa Butter (33%), Cocoa Solids (18%), Almonds (7%), Puffed Quinoa (3%), Fructo-oligosaccharides, Emulsifiers (INS 322, INS 476), Flavouring (Roasted Almond)",100,502,50.8,5.1,39.3,0,0,0.4,221,0,0,0,0,0,99,,,,
450,Maltesers Chocolate,MALTESERS,CHOCOLATE,CHOCOLATE BAR,"Sugar, Skimmed Milk Powder, Cocoa Butter, Glucose Syrup, Barley Malt Extract, Cocoa Mass, Palm Fat, Lactose and Protein from Whey, Whey Powder, Milk Fat, Emulsifiers (Soya Lecithin, E492), Wheat Flour, Palm Kernel Fat, Palm Kernel Oil, Raising Agents (E341, E500, E501), Wheat Gluten, Salt, Glazing Agent (Pectin), Natural VANILLA CAKE Extract",100,504,62,8.5,25,15,0,53,0,0,0,0,0,0,179,,,,
451,Cadbury 5 Star 3D CHOCOLATE BAR,CADBURY,CHOCOLATE,CHOCOLATE BAR,"Sugar, Liquid Glucose, Milk Solids (14%), Hydrogenated Vegetable Fat, Cocoa Solids (6%), Rice Crispies (2.8%), Cocoa Butter, Edible Salt, Hydrolysed Vegetable Protein [1, 4, 5, 8]. Centre filling 67%*- Sugar, liquid Glucose, Hydrogenated Vegetable Fat, Milk Solids, Wheat Crispies 5%(Refined Wheat Flour, Sugar, Corn Starch, Edible Salt, Palm Kernel Oil, Leavening Agents (450(i), 500(ii),341 (i)), Edible Vegetable Fat, Invert Sugar, Cocoa Solids, Humectant (422), Emulsifiers (322, 471), Lactose, Edible Salt . Milk Chocolate 33% - Sugar, Cocoa Butter, Milk Solids, Lactose, Cocoa Solids, Emulsifiers (442, 476). CONTAINS ADDED FLAVOUR (NATURAL , NATURE IDENTICAL AND ARTIFICIAL (CARAMEL AND ETHYL VANILLIN) FLAVOURING SUBSTANCES) .",100,512.5,64.8,3.5,27,18.4,0.2,49.2,182.1,0,6.5,0,0,0,45,,,,
452,Cadbury Gems Chocolate Mini Treats Pack,CADBURY,CHOCOLATE,CHOCOLATE BAR,"Cocoa Solids (8%), Colours (102, 110, 122, 124, 127, 132, 133, and 171), Emulsifiers (414, 442, and 476), Flavours Natural, Nature Identical, and Artificial (Caramel and VANILLA CAKE) Flavouring Substances, Glazing Agent (903), Hydrogenated Oils, Liquid Glucose, Milk Solids, Refined Wheat Flour (Maida), and Sugar",100,469,75.9,3.5,17.5,17.1,0.2,70.77,38,0,2.2,0,0,0,100,,,,
453,Chokola 45% Raspberry Chocolate Minis,CHOKOCOLA,CHOCOLATE,CHOCOLATE BAR,"Milk Chocolate (Sugar, Cocoa Butter, Milk Solids, Cocoa Mass, Emulsifier - Soya Lecithin), Raspberry Crumble",100,172,16,2,11,5,0,14,41,1,0,73,0,22,495,,,,
454,Dukesh Truffel Butter Scotch Chocolate,DUKESH,CHOCOLATE,CHOCOLATE BAR,"Milk Choco Shell (65%) (sugar, Milk Solids (18%), Refined Palm Kernel Stearin, Hydrogenated Oils, Cocoa Solids (7.5%), Maltodextrin, Malt Extract, Emulsifiers [ins 322(1), Ins 476), Iodised Salt and Artificial Flavouring Substance (VANILLA CAKE)} Butterscotch Flavoured Center Filling (35%) (sugar, Milk Solids (20%), Refined Palm Oil, Refined Palmolein, Emulsifier [ins 322(1)], Iodised Salt and Artificial Flavouring Substances (butterscotch, VANILLA CAKE)",100,528.8,62.8,5.4,28.4,21.1,0.1,59.3,49.7,0,0.1,0,0,0,175,,,,
455,Cadbury Fuse Mini Treats Chocolate Pack,CADBURY,CHOCOLATE,CHOCOLATE BAR,"Centre Filling 72%- Peanuts (19%), Sugar, Interesterified Vegetable Fat, Liquid Glucose, Milk Solids,Hydrogenated Vegetable Oil, Cocoa Solids, Invert Sugar. Humectant (422), Iodised Salt, Emulsifiers (322, 471), Flavours (Nature Identical And Artificial (VANILLA CAKE) Flavouring Substances) Milk Chocolate 28% -Sugar, Cocoa Butter, Mik Solids (4%), Lactose, Cocoa Solids, Fractionated Fat, Emulsifiers (442, 476), Flavours (Natural, Nature Identical And Artificial (VANILLA CAKE And Caramel) Flavouring Substances). Allergen Information: Contains Milk, Peanut, Soy And Sulphites. May Contain Wheat And Barley.",100,541.8,54.4,8,33.1,17.7,0.1,2.2,236,0,3.8,0,0,0,120,,,,
456,Nestle KitKat Delights Dark,NESTLE,CHOCOLATE,CHOCOLATE BAR,"Dark Chocolate (76.2%) (Sugar, Cocoa solids (28.2%), Cocoa butter (8%), Emulsifier (Soya lecithin), Nature-Identical Flavouring Substance and Iodised salt) and WAFER(Sugar, Hydrogenated vegetable fats, Refined Wheat flour (Maida), Cocoa solids (1.2%), Milk solids, Fractionated vegetable fat, Raising agent (500(ii)), Yeast, Emulsifier (Soya lecithin), Iodised salt, Flour treatment agent (516), Artificial (VANILLA CAKE) flavouring substance and Nature-Identical flavouring substance)",100,390,45.5,3.9,22.5,22.2,0.04,37.7,24.3,3.85,0,0,0,0,220,,,,
457,Cadbury Perk Mini Treats Chocolate coated Wafers,CADBURY,CHOCOLATE,CHOCOLATE BAR,"Sugar, Interesterified Vegetable Fat, Refined Wheat Flour (Maida), Milk Solids, Starch, Cocoa Solids (5%), Palmolein, Emulsifiers (442, 322, 476), Iodised Salt, Yeast, Flavours (Natural, Natural Identical and Artificial (Caramel and VANILLA CAKE) Flavouring Substances), Raising Agent (500(ii)), Improver (1101(i))",100,509,68.3,4.9,24.3,19.4,0.2,44.4,109,0,0,0,0,0,100,,,,
458,Cacao Springs Rose Almond Roca,CACAO SPRING,CHOCOLATE,CHOCOLATE BAR,"Almond (40%), Sugar, Butter, Hydrogenated Palm Kernel Oil, Cocoa Solids (2.22%), Emulsifier (INS 322), Salt",585.77,585.77,43.86,13.43,39.62,12.74,0.1,27.43,76.4,0,1.3,0,0,0,220,,,,
459,Kitkat Delights Hazelnut,NESTLE,CHOCOLATE,CHOCOLATE BAR,"Sugar, Milk Solids (21%), Hazelnuts (16%), Cocoa Butter, Cocoa Solids, Emulsifiers (442, 476), Flavours (Natural, Nature Identical And Artificial (VANILLA CAKE) Flavouring Substances). Allergen Information: Contains Milk And Hazelnut. May Contain Other Tree Nuts, Wheat, Barley And Soy",100,418,48,4.9,22.9,20,0,36.4,42.5,0,8.5,0,0,0,185,,,,
460,Sugar free D'lite Hazelnut & Roasted Almonds Dark CHOCOLATE BAR,SUGAR FREE,CHOCOLATE,CHOCOLATE BAR,"Maltitol (INS 965(i)), Cocoa Butter (33%), Cocoa Solids (18%), Almonds (10%), Fructo-oligosaccharides, Emulsifiers (INS 322, INS 476), Flavouring (Hazelnut)",100,509,49.3,5.5,40.6,0,0,0.4,221,0,0,0,0,0,99,,,,
461,Sunfeast Fantastik Roasted Almond,SUNFEAST,CHOCOLATE,CHOCOLATE BAR,"Almond Bits, Cocoa Solids, Emulsifiers, Hydrogenated Vegetable Oil, Lecithin, Milk Solids, Nature Identical Flavouring Substances, and Sugar",100,551,54.2,8.6,34.3,26.8,0.1,48.1,101.1,0,0.01,0,0,0,50,,,,
462,Ferrero Rocher Moments Pack,FERRERO ROCHER,CHOCOLATE,CHOCOLATE BAR,"Sugar, Skimmed Milk Powder (11.5%), Hazelnuts (10.9%), Palmolein, Refined Wheat Flour (Maida), Refined Salseed Fat, Low Fat Cocoa Powder (5%), Palm Oil, Wheat Starch, Sunflowerseed Oil (High Oleic Acid), Whey Protein Concentrate, Emulsifier (Lecithin - Ins 322), Powdered Barley Malt Extract, Raising Agents (Ins 503ii, Ins 500ii), Contains Added Flavours (Nature-identical Flavouring Substances), Iodized Salt",100,526,54.8,7.9,29.8,11.6,0,44.5,70,0,0.4,0,0,0,499,,,,
463,Eat Anytime Hazelnut Date Laddoo,EAT ANYTIME,CHOCOLATE,LADDU,"Dates, Hazelnuts, Almonds, Cashew Nuts, Cocoa Powder",100,458,50.4,14.08,22.3,20.3,0.31,38.6,106.1,9.1,0,0,0,0,149,,,,
464,Pulse Kachcha Aam 50 Candies,Pass Pass,CHOCOLATE,TOFFEE,Pass Pass,100,380,95,0,0,0,0,70,930,0,0,0,0,0,60,,,,
